Place_Id,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long,Column1,_1,Rating_Count,combined_text,clean_text
83,Alive Museum Ancol,"Museum kini tidak hanya menawarkan benda – benda yang bernilai sejarah dan edukatif. Tapi telah disulap menjadi wahana rekreasi seru dengan objek foto yang berbeda. Seperti Alive Museum yang ada di Ancol. Alive Museum menampilkan berbagai seni rupa berupa lukisan 3 dimensi. Dimana pengunjung dapat berfoto dengan latar belakang yang nyata meski hanya dari foto. Dan karena 3 dimensi, tentu foto akan terlihat nyata dengan objeknya.",Taman Hiburan,Jakarta,200000,43,,"{'lat': -6.117534399999999, 'lng': 106.857313}",-61175344,106857313,,83,22,"Alive Museum Ancol Museum kini tidak hanya menawarkan benda – benda yang bernilai sejarah dan edukatif. Tapi telah disulap menjadi wahana rekreasi seru dengan objek foto yang berbeda. Seperti Alive Museum yang ada di Ancol. Alive Museum menampilkan berbagai seni rupa berupa lukisan 3 dimensi. Dimana pengunjung dapat berfoto dengan latar belakang yang nyata meski hanya dari foto. Dan karena 3 dimensi, tentu foto akan terlihat nyata dengan objeknya. Taman Hiburan Jakarta",alive museum ancol museum kini tawar benda benda nila sejarah edukatif telah sulap jadi wahana rekreasi seru objek foto beda alive museum ada ancol alive museum tampil bagai seni rupa upa lukis dimensi unjung foto latar belakang nyata meski hanya dari foto karena dimensi foto lihat nyata objek taman hibur jakarta
84,Kawasan Kuliner BSM,"Tidak seperti Pecenongan, Kawasan Kuliner BSM buka dari pukul 09:00 hingga 18:00. Berlokasi di Jalan M. H. Thamrin, Jakarta Pusat, Kawasan Kuliner BSM merupakan tempat makan murah favorit warga sekitar serta pelancong. Kawasan kuliner Jakarta ini menghadirkan kios dan warung yang berderet di satu area khusus. Pengunjung bisa menyusuri jalur sempit di antara tiap kios untuk memilih hidangan. Kawasan Kuliner BSM menghadirkan hidangan berat dan makanan ringan. Pengunjung bisa menemukan bakso, nasi goreng, aneka soto, nasi Padang, nasi uduk, pecel, sete, gudeg, gado-gado, dan sebagainya. Ada juga berbagai hidangan ringan dan kue-kue, seperti misalnya donat kentang, jamur goreng, sup buah, kentang goreng, dan beragam gorengan. Pengunjung bisa naik bus Trans Jakarta koridor 1 (Blok M-Kota) hingga ke Halte Bank Indonesia, lalu menyeberang jalan ke dekat gedung Bank Mandiri. Dari sana, Kawasan Kuliner BSM cukup mudah ditemukan.",Pusat Perbelanjaan,Jakarta,0,46,,"{'lat': -6.184258799999999, 'lng': 106.824033}",-61842588,106824033,,84,21,"Kawasan Kuliner BSM Tidak seperti Pecenongan, Kawasan Kuliner BSM buka dari pukul 09:00 hingga 18:00. Berlokasi di Jalan M. H. Thamrin, Jakarta Pusat, Kawasan Kuliner BSM merupakan tempat makan murah favorit warga sekitar serta pelancong. Kawasan kuliner Jakarta ini menghadirkan kios dan warung yang berderet di satu area khusus. Pengunjung bisa menyusuri jalur sempit di antara tiap kios untuk memilih hidangan. Kawasan Kuliner BSM menghadirkan hidangan berat dan makanan ringan. Pengunjung bisa menemukan bakso, nasi goreng, aneka soto, nasi Padang, nasi uduk, pecel, sete, gudeg, gado-gado, dan sebagainya. Ada juga berbagai hidangan ringan dan kue-kue, seperti misalnya donat kentang, jamur goreng, sup buah, kentang goreng, dan beragam gorengan. Pengunjung bisa naik bus Trans Jakarta koridor 1 (Blok M-Kota) hingga ke Halte Bank Indonesia, lalu menyeberang jalan ke dekat gedung Bank Mandiri. Dari sana, Kawasan Kuliner BSM cukup mudah ditemukan. Pusat Perbelanjaan Jakarta",kawasan kuliner bsm pecenongan kawasan kuliner bsm buka pukul hingga lokasi jalan m h thamrin jakarta pusat kawasan kuliner bsm rupa tempat makan murah favorit warga serta lancong kawasan kuliner jakarta hadir kios warung deret satu area khusus unjung susur jalur sempit antara tiap kios pilih hidang kawasan kuliner bsm hadir hidang berat makan ringan unjung temu bakso nasi goreng aneka soto nasi padang nasi uduk pecel sete gudeg gado gado bagai juga bagai hidang ringan kue kue seperti misal donat kentang jamur goreng sup buah kentang goreng agam goreng unjung naik bus trans jakarta koridor blok m kota hingga halte bank indonesia lalu seberang jalan dekat gedung bank mandiri sana kawasan kuliner bsm cukup mudah temu pusat belanja jakarta
85,Taman Pintar Yogyakarta,"Taman Pintar Yogyakarta (bahasa Jawa: Hanacaraka,ꦠꦩꦤ꧀​ꦥꦶꦤ꧀ꦠꦂ​ꦔꦪꦺꦴꦒꦾꦏꦂꦠ, Taman Pintar Ngayogyakarta) adalah wahana wisata yang terdapat di pusat Kota Yogyakarta, tepatnya di Jalan Panembahan Senopati No. 1-3, Yogyakarta, di kawasan Benteng Vredeburg. Taman ini memadukan tempat wisata rekreasi maupun edukasi dalam satu lokasi. Taman Pintar memiliki arena bermain sekaligus sarana edukasi yang terbagi dalam beberapa zona. Akses langsung kepada pusat buku eks Shopping Centre juga menambah nilai lebih Taman Pintar. Tempat rekreasi ini sangat baik untuk anak-anak pada masa perkembangan.\nBeberapa tahun ini Taman Pintar menjadi alternatif tempat berwisata bagi masyarakat Yogyakarta maupun luar kota.Taman ini, khususnya pada wahana pendidikan anak usia dini dilengkapi dengan teknologi interaktif digital serta pemetaan video yang akan memacu imajinasi anak serta ketertarikan mereka terhadap teknologi. Pada saat ini ada 35 zona dan 3.500 alat peraga permainan yang edukatif.",Taman Hiburan,Yogyakarta,6000,45,120.0,"{'lat': -7.800671500000001, 'lng': 110.3676551}",-78006715,1103676551,,85,24,"Taman Pintar Yogyakarta Taman Pintar Yogyakarta (bahasa Jawa: Hanacaraka,ꦠꦩꦤ꧀​ꦥꦶꦤ꧀ꦠꦂ​ꦔꦪꦺꦴꦒꦾꦏꦂꦠ, Taman Pintar Ngayogyakarta) adalah wahana wisata yang terdapat di pusat Kota Yogyakarta, tepatnya di Jalan Panembahan Senopati No. 1-3, Yogyakarta, di kawasan Benteng Vredeburg. Taman ini memadukan tempat wisata rekreasi maupun edukasi dalam satu lokasi. Taman Pintar memiliki arena bermain sekaligus sarana edukasi yang terbagi dalam beberapa zona. Akses langsung kepada pusat buku eks Shopping Centre juga menambah nilai lebih Taman Pintar. Tempat rekreasi ini sangat baik untuk anak-anak pada masa perkembangan.\nBeberapa tahun ini Taman Pintar menjadi alternatif tempat berwisata bagi masyarakat Yogyakarta maupun luar kota.Taman ini, khususnya pada wahana pendidikan anak usia dini dilengkapi dengan teknologi interaktif digital serta pemetaan video yang akan memacu imajinasi anak serta ketertarikan mereka terhadap teknologi. Pada saat ini ada 35 zona dan 3.500 alat peraga permainan yang edukatif. Taman Hiburan Yogyakarta",taman pintar yogyakarta taman pintar yogyakarta bahasa jawa hanacaraka taman pintar ngayogyakarta wahana wisata dapat pusat kota yogyakarta tepat jalan panembahan senopati no yogyakarta kawasan benteng vredeburg taman madu tempat wisata rekreasi maupun edukasi satu lokasi taman pintar milik arena main sekaligus sarana edukasi bagi beberapa zona akses langsung pusat buku eks shopping centre tambah nilai lebih taman pintar tempat rekreasi sangat baik anak anak masa kembang nbeberapa tahun taman pintar jadi alternatif tempat wisata masyarakat yogyakarta maupun luar kota taman khusus wahana didik anak usia dini lengkap teknologi interaktif digital meta video akan pacu imajinasi anak tari hadap teknologi saat ada zona alat aga main edukatif taman hibur yogyakarta
86,Keraton Yogyakarta,"Keraton Ngayogyakarta Hadiningrat atau Keraton Yogyakarta (bahasa Jawa: ꦏꦫꦠꦺꦴꦤ꧀​ꦔꦪꦺꦴꦒꦾꦏꦂꦠ​ꦲꦢꦶꦤꦶꦔꦿꦠ꧀, translit. Karaton Ngayogyakarta Hadiningrat) merupakan istana resmi Kesultanan Ngayogyakarta Hadiningrat yang kini berlokasi di Kota Yogyakarta. Keraton ini didirikan oleh Sri Sultan Hamengkubuwana I pada tahun 1755 sebagai Istana/Keraton Yogyakarta yang baru berdiri akibat perpecahan Mataram Islam dengan adanya Perjanjian Giyanti. Keraton ini adalah pecahan dari Keraton Surakarta Hadiningrat dari Kesunanan Surakarta (Kerajaan Surakarta). Sehingga dinasti Mataram diteruskan oleh 2 Kerajaan yakni Kesultanan Yogyakarta dan Kesunanan Surakarta. Total luas wilayah keseluruhan keraton yogyakarta mencapai 184 hektar, yakni meliputi seluruh area di dalam benteng Baluwarti, alun-alun Lor, alun-alun Kidul, gapura Gladak, dan kompleks Masjid Gedhe Yogyakarta. Sementara luas dari kedhaton (inti keraton) mencapai 13 hektar. Walaupun Kesultanan Yogyakarta secara resmi telah menjadi bagian Republik Indonesia pada tahun 1945, kompleks bangunan keraton ini masih berfungsi sebagai tempat tinggal sultan dan rumah tangga istananya yang masih menjalankan tradisi kesultanan hingga saat ini. Keraton ini kini juga merupakan salah satu objek wisata di Kota Yogyakarta. Sebagian kompleks keraton merupakan museum yang menyimpan berbagai koleksi milik kesultanan, termasuk berbagai pemberian dari raja-raja Eropa, replika pusaka keraton, dan gamelan. Dari segi bangunannya, keraton ini merupakan salah satu contoh arsitektur istana Jawa yang terbaik, memiliki balairung-balairung mewah dan lapangan serta paviliun yang luas.",Budaya,Yogyakarta,15000,46,,"{'lat': -7.8052845, 'lng': 110.3642031}",-78052845,1103642031,,86,24,"Keraton Yogyakarta Keraton Ngayogyakarta Hadiningrat atau Keraton Yogyakarta (bahasa Jawa: ꦏꦫꦠꦺꦴꦤ꧀​ꦔꦪꦺꦴꦒꦾꦏꦂꦠ​ꦲꦢꦶꦤꦶꦔꦿꦠ꧀, translit. Karaton Ngayogyakarta Hadiningrat) merupakan istana resmi Kesultanan Ngayogyakarta Hadiningrat yang kini berlokasi di Kota Yogyakarta. Keraton ini didirikan oleh Sri Sultan Hamengkubuwana I pada tahun 1755 sebagai Istana/Keraton Yogyakarta yang baru berdiri akibat perpecahan Mataram Islam dengan adanya Perjanjian Giyanti. Keraton ini adalah pecahan dari Keraton Surakarta Hadiningrat dari Kesunanan Surakarta (Kerajaan Surakarta). Sehingga dinasti Mataram diteruskan oleh 2 Kerajaan yakni Kesultanan Yogyakarta dan Kesunanan Surakarta. Total luas wilayah keseluruhan keraton yogyakarta mencapai 184 hektar, yakni meliputi seluruh area di dalam benteng Baluwarti, alun-alun Lor, alun-alun Kidul, gapura Gladak, dan kompleks Masjid Gedhe Yogyakarta. Sementara luas dari kedhaton (inti keraton) mencapai 13 hektar. Walaupun Kesultanan Yogyakarta secara resmi telah menjadi bagian Republik Indonesia pada tahun 1945, kompleks bangunan keraton ini masih berfungsi sebagai tempat tinggal sultan dan rumah tangga istananya yang masih menjalankan tradisi kesultanan hingga saat ini. Keraton ini kini juga merupakan salah satu objek wisata di Kota Yogyakarta. Sebagian kompleks keraton merupakan museum yang menyimpan berbagai koleksi milik kesultanan, termasuk berbagai pemberian dari raja-raja Eropa, replika pusaka keraton, dan gamelan. Dari segi bangunannya, keraton ini merupakan salah satu contoh arsitektur istana Jawa yang terbaik, memiliki balairung-balairung mewah dan lapangan serta paviliun yang luas. Budaya Yogyakarta",keraton yogyakarta keraton ngayogyakarta hadiningrat keraton yogyakarta bahasa jawa translit karaton ngayogyakarta hadiningrat rupa istana resmi sultan ngayogyakarta hadiningrat kini lokasi kota yogyakarta keraton diri sri sultan hamengkubuwana i tahun istana keraton yogyakarta baru diri akibat pecah mataram islam ada janji giyanti keraton adalah pecah keraton surakarta hadiningrat sunan surakarta raja surakarta dinasti mataram terus raja sultan yogyakarta sunan surakarta total luas wilayah seluruh keraton yogyakarta capai hektar liput seluruh area dalam benteng baluwarti alun alun lor alun alun kidul gapura gladak kompleks masjid gedhe yogyakarta luas kedhaton inti keraton capai hektar walaupun sultan yogyakarta resmi jadi bagi republik indonesia tahun kompleks bangun keraton masih fungsi tempat tinggal sultan rumah tangga istana masih jalan tradisi sultan hingga keraton kini rupa salah satu objek wisata kota yogyakarta bagi kompleks keraton rupa museum simpan bagai koleksi milik sultan masuk bagai beri raja raja eropa replika pusaka keraton gamelan segi bangun keraton ini rupa salah satu contoh arsitektur istana jawa baik milik balairung balairung mewah lapang paviliun luas budaya yogyakarta
87,Sindu Kusuma Edupark (SKE),"Sindu Kusuma Edupark (SKE) merupakan sebuah destinasi rekreasi yang terletak di Jogjakarta. Di tujuh hektar kawasan taman yang selesai dibangun tahun 2014 ini, terdapat bermacam-macam wahana, baik wahana bermain maupun wahana belajar yang bisa dinikmati oleh semua anggota keluarga. Wahana yang paling terkenal dari SKE adalah bianglalanya, yang merupakan sebuah wahana bermain sekaligus ikon SKE sendiri. Bila Singapore memiliki Flyer setinggi 165 meter, sementara Malaysia punya Eye setinggi 88 meter, dan di Thailand ada Asiatique setinggi 60 meter, Indonesia memiliki Cakra Manggilingan dengan tinggi 48 meter. Di tingkat Asia Tenggara, bianglala ini memang mesti berpuas diri duduk di peringkat keenam sebagai bianglala tertinggi, tetapi di tingkat nasional, ia duduk di peringkat pertama.",Taman Hiburan,Yogyakarta,20000,42,120.0,"{'lat': -7.767297300000001, 'lng': 110.3542486}",-77672973,1103542486,,87,19,"Sindu Kusuma Edupark (SKE) Sindu Kusuma Edupark (SKE) merupakan sebuah destinasi rekreasi yang terletak di Jogjakarta. Di tujuh hektar kawasan taman yang selesai dibangun tahun 2014 ini, terdapat bermacam-macam wahana, baik wahana bermain maupun wahana belajar yang bisa dinikmati oleh semua anggota keluarga. Wahana yang paling terkenal dari SKE adalah bianglalanya, yang merupakan sebuah wahana bermain sekaligus ikon SKE sendiri. Bila Singapore memiliki Flyer setinggi 165 meter, sementara Malaysia punya Eye setinggi 88 meter, dan di Thailand ada Asiatique setinggi 60 meter, Indonesia memiliki Cakra Manggilingan dengan tinggi 48 meter. Di tingkat Asia Tenggara, bianglala ini memang mesti berpuas diri duduk di peringkat keenam sebagai bianglala tertinggi, tetapi di tingkat nasional, ia duduk di peringkat pertama. Taman Hiburan Yogyakarta",sindu kusuma edupark ske sindu kusuma edupark ske rupa buah destinasi rekreasi letak jogjakarta tujuh hektar kawasan taman selesai bangun tahun dapat macam macam wahana baik wahana main maupun wahana ajar bisa nikmat semua anggota keluarga wahana paling kenal ske bianglala rupa buah wahana main sekaligus ikon ske sendiri bila singapore milik flyer setinggi meter malaysia punya eye setinggi meter thailand asiatique setinggi meter indonesia milik cakra manggilingan tinggi meter tingkat asia tenggara bianglala memang mesti puas diri duduk peringkat enam bianglala tinggi di tingkat nasional duduk di peringkat pertama taman hibur yogyakarta
88,Museum Benteng Vredeburg Yogyakarta,"Museum Benteng Vredeburg (bahasa Jawa: ꦩꦸꦱꦶꦪꦸꦩ꧀​ꦧꦺꦠꦺꦁ​ꦮ꦳ꦽꦢꦼꦧꦸꦂꦒ꧀, translit. Musiyum Bètèng Vredeburg adalah sebuah benteng yang terletak di depan Gedung Agung dan Kraton Kesultanan Yogyakarta. Sekarang, benteng ini menjadi sebuah museum. Di sejumlah bangunan di dalam benteng ini terdapat diorama mengenai sejarah Indonesia.",Budaya,Yogyakarta,3000,46,120.0,"{'lat': -7.800201599999999, 'lng': 110.3663044}",-78002016,1103663044,,88,32,"Museum Benteng Vredeburg Yogyakarta Museum Benteng Vredeburg (bahasa Jawa: ꦩꦸꦱꦶꦪꦸꦩ꧀​ꦧꦺꦠꦺꦁ​ꦮ꦳ꦽꦢꦼꦧꦸꦂꦒ꧀, translit. Musiyum Bètèng Vredeburg adalah sebuah benteng yang terletak di depan Gedung Agung dan Kraton Kesultanan Yogyakarta. Sekarang, benteng ini menjadi sebuah museum. Di sejumlah bangunan di dalam benteng ini terdapat diorama mengenai sejarah Indonesia. Budaya Yogyakarta",museum benteng vredeburg yogyakarta museum benteng vredeburg bahasa jawa translit musiyum b t ng vredeburg buah benteng letak depan gedung agung kraton sultan yogyakarta sekarang benteng jadi buah museum jumlah bangun dalam benteng dapat diorama kena sejarah indonesia budaya yogyakarta
89,De Mata Museum Jogja,"Museum De Mata merupakan salah satu museum yang berisi lukisan 3D terbanyak di dunia. Jumlah lukisannya sekitar 120 dan setiap lukisan memiliki konsep dengan latar belakang yang terlihat seperti nyata. Ada beberapa ukuran lukisan yang ada di Museum De Mata dari ukuran biasa sampai mencapai 5 meter. Ada beberapa macam kategori lukisannya yaitu ornament, lanscape, olahraga, tokoh-tokoh terkenal, superhero, sampai lukisan sirkus. Museum ini didirikan untuk masyarakat menghabiskan liburan dengan menambah pengetahuan. Museum ini menawarkan banyak lukisan-lukisan yang unik misalnya terdapat lukisan dimana anda dapat merasakan keseruan berjalan di atas jembatan kayu yang dibawahnya terdapat jurang yang curam Atau berjuang untuk memadamkan semburanapi panas ari mulut naga, lukisan tersebut tampak seolah-olah nyata. Semua itu terdapat di dalam museum De Mata dengan hasil efek yang menipu mata.",Budaya,Yogyakarta,50000,44,,"{'lat': -7.816315599999999, 'lng': 110.3871442}",-78163156,1103871442,,89,30,"De Mata Museum Jogja Museum De Mata merupakan salah satu museum yang berisi lukisan 3D terbanyak di dunia. Jumlah lukisannya sekitar 120 dan setiap lukisan memiliki konsep dengan latar belakang yang terlihat seperti nyata. Ada beberapa ukuran lukisan yang ada di Museum De Mata dari ukuran biasa sampai mencapai 5 meter. Ada beberapa macam kategori lukisannya yaitu ornament, lanscape, olahraga, tokoh-tokoh terkenal, superhero, sampai lukisan sirkus. Museum ini didirikan untuk masyarakat menghabiskan liburan dengan menambah pengetahuan. Museum ini menawarkan banyak lukisan-lukisan yang unik misalnya terdapat lukisan dimana anda dapat merasakan keseruan berjalan di atas jembatan kayu yang dibawahnya terdapat jurang yang curam Atau berjuang untuk memadamkan semburanapi panas ari mulut naga, lukisan tersebut tampak seolah-olah nyata. Semua itu terdapat di dalam museum De Mata dengan hasil efek yang menipu mata. Budaya Yogyakarta",de mata museum jogja museum de mata rupa salah satu museum isi lukis d banyak dunia jumlah lukis dan lukis milik konsep latar belakang lihat nyata beberapa ukur lukis museum de mata ukur biasa capai meter ada beberapa macam kategori lukis ornament lanscape olahraga tokoh tokoh kenal superhero lukis sirkus museum diri masyarakat habis libur tambah tahu museum tawar banyak lukis lukis unik misal dapat lukis anda rasa seru jalan atas jembatan kayu bawah dapat jurang curam juang madam semburanapi panas ari mulut naga lukis sebut tampak olah nyata semua dapat dalam museum de mata hasil efek tipu mata budaya yogyakarta
90,Kampung Wisata Taman Sari,"Taman Sari Yogyakarta atau Taman Sari Keraton Yogyakarta (Hanacaraka:ꦠꦩꦤ꧀ꦱꦫꦶꦔꦪꦺꦴꦒꦾꦏꦂꦡ, Tamansari Ngayogyakarta) adalah situs bekas taman atau kebun istana Keraton Ngayogyakarta Hadiningrat, yang dapat dibandingkan dengan Kebun Raya Bogor sebagai kebun Istana Bogor. Kebun ini dibangun pada zaman Sultan Hamengku Buwono I (HB I) pada tahun 1758-1765/9. Awalnya, taman yang mendapat sebutan ""The Fragrant Garden"" ini memiliki luas lebih dari 10 hektare dengan sekitar 57 bangunan baik berupa gedung, kolam pemandian, jembatan gantung, kanal air, maupun danau buatan beserta pulau buatan dan lorong bawah air. Kebun yang digunakan secara efektif antara 1765-1812 ini pada mulanya membentang dari barat daya kompleks Kedhaton sampai tenggara kompleks Magangan. Namun saat ini, sisa-sisa bagian Taman Sari yang dapat dilihat hanyalah yang berada di barat daya kompleks Kedhaton saja.",Taman Hiburan,Yogyakarta,5000,46,,"{'lat': -7.8100673, 'lng': 110.3594581}",-78100673,1103594581,,90,23,"Kampung Wisata Taman Sari Taman Sari Yogyakarta atau Taman Sari Keraton Yogyakarta (Hanacaraka:ꦠꦩꦤ꧀ꦱꦫꦶꦔꦪꦺꦴꦒꦾꦏꦂꦡ, Tamansari Ngayogyakarta) adalah situs bekas taman atau kebun istana Keraton Ngayogyakarta Hadiningrat, yang dapat dibandingkan dengan Kebun Raya Bogor sebagai kebun Istana Bogor. Kebun ini dibangun pada zaman Sultan Hamengku Buwono I (HB I) pada tahun 1758-1765/9. Awalnya, taman yang mendapat sebutan ""The Fragrant Garden"" ini memiliki luas lebih dari 10 hektare dengan sekitar 57 bangunan baik berupa gedung, kolam pemandian, jembatan gantung, kanal air, maupun danau buatan beserta pulau buatan dan lorong bawah air. Kebun yang digunakan secara efektif antara 1765-1812 ini pada mulanya membentang dari barat daya kompleks Kedhaton sampai tenggara kompleks Magangan. Namun saat ini, sisa-sisa bagian Taman Sari yang dapat dilihat hanyalah yang berada di barat daya kompleks Kedhaton saja. Taman Hiburan Yogyakarta",kampung wisata taman sari taman sari yogyakarta taman sari keraton yogyakarta hanacaraka tamansari ngayogyakarta situs bekas taman kebun istana keraton ngayogyakarta hadiningrat dapat banding kebun raya bogor kebun istana bogor kebun bangun zaman sultan hamengku buwono i hb i tahun awal taman dapat sebut the fragrant garden milik luas lebih hektare sekitar bangun baik upa gedung kolam mandi jembatan gantung kanal air maupun danau buat serta pulau buat lorong bawah air kebun guna efektif mula bentang barat daya kompleks kedhaton tenggara kompleks magang saat ini sisa sisa bagi taman sari dapat lihat hanya ada barat daya kompleks kedhaton taman hibur yogyakarta
91,Situs Warungboto,"Situs Warungboto atau Pesanggrahan Rejawinangun adalah salah satu bangunan cagar budaya yang terletak di Jalan Veteran No.77, Kelurahan Warungboto, Kecamatan Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta. Pada awalnya, situs ini merupakan lokasi sebuah pesanggrahan dan pemandian.",Taman Hiburan,Yogyakarta,0,44,60.0,"{'lat': -7.8102685, 'lng': 110.3931513}",-78102685,1103931513,,91,29,"Situs Warungboto Situs Warungboto atau Pesanggrahan Rejawinangun adalah salah satu bangunan cagar budaya yang terletak di Jalan Veteran No.77, Kelurahan Warungboto, Kecamatan Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta. Pada awalnya, situs ini merupakan lokasi sebuah pesanggrahan dan pemandian. Taman Hiburan Yogyakarta",situs warungboto situs warungboto pesanggrahan rejawinangun salah satu bangun cagar budaya letak jalan veteran no lurah warungboto camat umbulharjo kota yogyakarta daerah istimewa yogyakarta awal situs rupa lokasi buah pesanggrahan mandi taman hibur yogyakarta
92,Nol Kilometer Jl.Malioboro,"Walaupun hanyalah sebuah persimpangan, namun persimpangan Titik 0 km ini bukanlah sebuah persimpangan biasa. Karena di persimpangan ini bisa dibilang sebagai titik tengah kota Jogja karena lokasinya yang benar-benar di depan Keraton Yogyakarta sebagai pendiri daerah yang istimewa ini. Terlebih lagi di sebelah utaranya adalah pusat keramaian wisata Jogja yaitu Jalan Malioboro, sehingga jika anda sedang nongkrong di persimpangan Titik Nol Kilometer ini benar-benar merasakan titik tengah Jogja yang begitu syahdu. Titik 0 Kilometer Yogyakarta memang tempat favorit wisatawan untuk menghabiskan waktu, terlebih pada sore hari dan malam hari yang setiap hari selalu ramai disesaki oleh para wisatawan yang sekedar hanya untuk nongkrong di dudukan yang banyak disediakan di sekitar perempatan.",Taman Hiburan,Yogyakarta,0,47,45.0,"{'lat': -7.8013803, 'lng': 110.3647652}",-78013803,1103647652,,92,21,"Nol Kilometer Jl.Malioboro Walaupun hanyalah sebuah persimpangan, namun persimpangan Titik 0 km ini bukanlah sebuah persimpangan biasa. Karena di persimpangan ini bisa dibilang sebagai titik tengah kota Jogja karena lokasinya yang benar-benar di depan Keraton Yogyakarta sebagai pendiri daerah yang istimewa ini. Terlebih lagi di sebelah utaranya adalah pusat keramaian wisata Jogja yaitu Jalan Malioboro, sehingga jika anda sedang nongkrong di persimpangan Titik Nol Kilometer ini benar-benar merasakan titik tengah Jogja yang begitu syahdu. Titik 0 Kilometer Yogyakarta memang tempat favorit wisatawan untuk menghabiskan waktu, terlebih pada sore hari dan malam hari yang setiap hari selalu ramai disesaki oleh para wisatawan yang sekedar hanya untuk nongkrong di dudukan yang banyak disediakan di sekitar perempatan. Taman Hiburan Yogyakarta",nol kilometer jl malioboro walaupun hanya buah simpang simpang titik km bukan buah simpang biasa simpang bisa bilang titik tengah kota jogja lokasi benar benar depan keraton yogyakarta diri daerah istimewa lebih belah utara pusat ramai wisata jogja jalan malioboro jika sedang nongkrong simpang titik nol kilometer benar benar rasa titik tengah jogja begitu syahdu titik kilometer yogyakarta memang tempat favorit wisatawan habis waktu lebih sore hari malam hari tiap hari selalu ramai saki para wisatawan dar untuk nongkrong di duduk banyak sedia di sekitar empat taman hibur yogyakarta
93,Gembira Loka Zoo,"Kebun Binatang Gembira Loka biasa disebut Gembira Loka Zoo (disingkat GL Zoo, bahasa Jawa: ꦏꦼꦧꦺꦴꦤ꧀​ꦫꦗ​ꦒꦼꦩ꧀ꦧꦶꦫ​ꦭꦺꦴꦏ, translit. Kêbon Raja Gêmbira Loka) adalah kebun binatang yang berada di Kota Yogyakarta. Berisi berbagai macam spesies dari belahan dunia, seperti orang utan, gajah asia, simpanse, harimau, dan lain sebagainya. Kebun Binatang Gembira Loka menjadi daya tarik tersendiri bagi para wisatawan Yogyakarta. Gembira Loka Zoo sempat rusak parah akibat gempa bumi Yogyakarta tahun 2006. Tetapi, setelah direnovasi Kebun Binatang Gembira Loka tetap dicari para wisatawan.",Cagar Alam,Yogyakarta,60000,45,,"{'lat': -7.806234399999999, 'lng': 110.3967977}",-78062344,1103967977,,93,24,"Gembira Loka Zoo Kebun Binatang Gembira Loka biasa disebut Gembira Loka Zoo (disingkat GL Zoo, bahasa Jawa: ꦏꦼꦧꦺꦴꦤ꧀​ꦫꦗ​ꦒꦼꦩ꧀ꦧꦶꦫ​ꦭꦺꦴꦏ, translit. Kêbon Raja Gêmbira Loka) adalah kebun binatang yang berada di Kota Yogyakarta. Berisi berbagai macam spesies dari belahan dunia, seperti orang utan, gajah asia, simpanse, harimau, dan lain sebagainya. Kebun Binatang Gembira Loka menjadi daya tarik tersendiri bagi para wisatawan Yogyakarta. Gembira Loka Zoo sempat rusak parah akibat gempa bumi Yogyakarta tahun 2006. Tetapi, setelah direnovasi Kebun Binatang Gembira Loka tetap dicari para wisatawan. Cagar Alam Yogyakarta",gembira loka zoo kebun binatang gembira loka biasa sebut gembira loka zoo singkat gl zoo bahasa jawa translit k bon raja g mbira loka kebun binatang ada kota yogyakarta isi bagai macam spesies bahan dunia orang utan gajah asia simpanse harimau lain bagai kebun binatang gembira loka jadi daya tarik sendiri wisatawan yogyakarta gembira loka zoo sempat rusak parah akibat gempa bumi yogyakarta tahun telah renovasi kebun binatang gembira loka tetap cari para wisatawan cagar alam yogyakarta
94,Sumur Gumuling,Sumur Gumuling adalah salah satu tempat untuk ibadah atau kegiatan agama pada masa lalu. Sumur Gumuling merupakan masjid pada zaman pemerintahan Sri Sultan Hamengkubuwana I dan II.,Taman Hiburan,Yogyakarta,7000,45,,"{'lat': -7.808791100000001, 'lng': 110.3591825}",-78087911,1103591825,,94,24,Sumur Gumuling Sumur Gumuling adalah salah satu tempat untuk ibadah atau kegiatan agama pada masa lalu. Sumur Gumuling merupakan masjid pada zaman pemerintahan Sri Sultan Hamengkubuwana I dan II. Taman Hiburan Yogyakarta,sumur gumuling sumur gumuling salah satu tempat ibadah giat agama masa lalu sumur gumuling rupa masjid zaman perintah sri sultan hamengkubuwana i ii taman hibur yogyakarta
